index,cb,co,ram,bus026,bus010,bus025,bus012,bus015,bus011,bus113,bus032,bus018,bus074,bus001,bus070,bus075,bus027,bus003,bus013,bus006,bus019,bus016,bus029,bus031,bus115,bus002,bus117,bus008,bus024,bus072,bus073,bus004,bus007,bus020,bus028,bus014,bus021,bus017,bus022,bus114,bus023,bus005,bus009,bus030,bus071,bus065,bus066,bus069,bus099,bus080,bus059,bus049,bus054,bus061,bus060,bus078,bus046,bus056,bus036,bus062,bus076,bus055,bus077,bus045,bus034,bus079,bus041,bus035,bus047,bus098,bus118,bus116,bus067,bus039,bus033,bus053,bus048,bus042,bus043,bus052,bus040,bus050,bus051,bus044,bus097,bus057,bus058,bus037,bus038,bus063,bus064,bus068,bus081,bus087,bus100,bus092,bus089,bus090,bus111,bus112,bus105,bus104,bus082,bus088,bus106,bus095,bus096,bus091,bus110,bus094,bus101,bus086,bus083,bus085,bus107,bus103,bus093,bus084,bus109,bus102,bus108,zone
line164_line163,line164,line163,480.0,0.0,4.0711646476540937e-16,1.2715655955467481e-16,4.0164000723118544e-16,4.836510936106005e-16,5.034609043487089e-16,5.391056055824355e-16,3.986835267094373e-16,4.453106736107509e-16,1.325346168565182e-15,4.475872353534128e-16,9.25583950236904e-16,1.0476315707882177e-15,2.3283090295869975e-16,4.673911973747111e-16,3.4174186292274067e-16,3.5609102186485865e-16,4.971629575398845e-16,3.9301171752960406e-16,1.88097710606121e-16,2.931264928170154e-16,1.984828678638579e-16,4.129798976405446e-16,4.0164000723118544e-16,4.0711646476540937e-16,5.072772155074388e-16,5.852950099639686e-16,1.0771274894179089e-15,5.064062508806174e-16,5.029875320485416e-16,5.835950004483159e-16,3.237822779885936e-16,4.3036168104394623e-16,3.863429628407345e-16,5.776549725701552e-16,4.3768293072328587e-16,3.9881404908435704e-16,3.1038322358092703e-16,4.634010063343511e-16,4.0711646476540937e-16,2.5206615019746754e-16,1.0771274894179089e-15,1.1388034766574988e-15,1.0352434485230473e-15,1.404881307740697e-15,1.591783520219485e-15,1.5913862216429185e-15,1.1927615294865768e-15,1.1800835504783116e-15,9.792208972310404e-16,1.1014417837271324e-15,1.2637657847998463e-15,1.1367748114657975e-15,1.1147183500609683e-15,9.177090058436546e-16,5.487653147480571e-16,1.0030647353555224e-15,1.5810622880721796e-15,8.161890299001389e-16,1.6123392247449633e-15,6.175262631630616e-16,6.145501469284723e-16,9.52652880507682e-16,7.681354338380498e-16,7.664925785460715e-16,7.505710759722897e-16,1.763044626862284e-15,1.0599796575853078e-15,6.473661037828194e-16,1.2316426522188223e-15,7.0774132127406765e-16,5.805972615750294e-16,9.21422666220685e-16,1.2291493544925482e-15,7.077961589158206e-16,6.940838392655134e-16,1.059946438604845e-15,8.144794653577941e-16,7.911207519682841e-16,1.2511372317229582e-15,1.1996900695423873e-15,1.9690914488800573e-15,1.2413816660357183e-15,1.1367070987890484e-15,6.015755954381509e-16,6.56793636415312e-16,8.1426687148745e-16,9.836567356307628e-16,8.782610576036831e-16,1.4817372520525313e-15,1.745409843801147e-15,2.201575194435932e-15,1.566351135785728e-15,1.4521234875858162e-15,1.552110937058359e-15,-0.5514908923786599,-0.5514908923786601,-0.538374466768275,-0.602916761387575,1.5397594966946287e-15,1.47660639584017e-15,-0.4457454002070767,1.5838761869575054e-15,1.3711266118060738e-15,1.833705272019505e-15,-0.5514908923786599,1.7550866460346294e-15,1.9034927152149922e-15,1.745409843801147e-15,2.100637588553346e-15,1.745409843801147e-15,-0.4920599334876754,-0.5650562544046881,1.6038017800372112e-15,1.5280735283826172e-15,-0.5457893998999872,1.3493532581339155e-15,-0.5436345051048977,R3
line159_line153,line159,line153,480.0,0.0,-2.179246366695864e-17,4.6349642873755315e-17,8.077306185017008e-18,7.800834631033204e-17,7.697835424647081e-17,-1.56396163381034e-17,-2.2036409155767878e-17,7.318364664277155e-17,3.230922474006803e-16,-8.239936510889834e-17,3.213575239247035e-16,5.048045315092509e-16,-3.8638254921952164e-17,2.293087594806842e-16,-4.846383711010205e-17,-4.938540895671473e-17,7.025630077706069e-17,1.22514845490862e-17,-1.017354332288195e-16,2.2358281675724512e-17,4.2595592851524255e-17,1.1319070680748666e-16,8.077306185017008e-18,-2.179246366695864e-17,1.7802599672211983e-16,-2.5804011705155006e-17,1.951563910473908e-17,-1.362842130814279e-16,7.589415207398531e-19,-7.723585226243612e-17,-2.2768245622195593e-17,1.4924042904262969e-16,1.1058862159352145e-17,-2.4069288229178198e-17,1.212138028838794e-16,5.971243464963916e-17,-7.367153762039003e-17,5.692061405548898e-18,-2.179246366695864e-17,-1.1031757105040008e-16,1.951563910473908e-17,-3.434752482434078e-16,2.5652223401007035e-16,1.6696713456276768e-17,1.0000000000000004,-5.204170427930421e-17,2.500170209751573e-16,3.491130995403324e-17,9.118140270603092e-17,3.1008182133085427e-16,-2.0556473190325164e-16,3.3480163086352377e-16,1.966742740888705e-16,1.4343994741983224e-16,1.448494102440634e-16,-4.336808689942018e-17,-3.157196726277789e-16,2.634611279139776e-16,-6.938893903907228e-18,3.71881345162528e-17,1.0679391398982219e-16,-5.117434254131581e-17,1.216474837528736e-16,1.74122868901172e-16,-1.1600963245594897e-17,5.273559366969494e-16,1.734723475976807e-16,1.5720931501039814e-16,-2.0860049798621105e-16,4.369334755116583e-17,-9.795766628406533e-17,-1.4322310698533514e-16,3.903127820947816e-18,-1.5167988393072207e-16,3.9866113882292e-16,1.5233040523421337e-16,-8.239936510889834e-18,9.540979117872439e-18,-1.5254724566871047e-16,1.6675029412827058e-16,7.216449660063518e-16,2.366813342535856e-16,1.0549287138283958e-16,8.456776945386935e-18,4.2392304944183223e-17,-1.5005358067199381e-16,-1.8648277366750676e-16,2.5348646792711094e-16,4.553649124439119e-16,6.38378239159465e-16,1.942890293094024e-16,2.220446049250313e-16,2.220446049250313e-16,5.551115123125783e-16,5.551115123125783e-16,7.216449660063518e-16,-5.551115123125783e-17,8.326672684688674e-17,-2.498001805406602e-16,3.0531133177191805e-16,8.326672684688674e-17,2.7755575615628914e-16,6.938893903907228e-16,4.440892098500626e-16,5.551115123125783e-16,4.440892098500626e-16,4.440892098500626e-16,6.38378239159465e-16,2.0816681711721685e-16,1.5265566588595902e-16,5.551115123125783e-16,4.440892098500626e-16,3.885780586188048e-16,5.273559366969494e-16,7.216449660063518e-16,6.106226635438361e-16,2.498001805406602e-16,
line089_line095,line089,line095,480.0,0.0,-2.1871040349744157e-05,4.571416438694286e-06,-3.4044546577929565e-05,-6.505481220972346e-05,-3.319505273294802e-05,-3.3327985096400544e-05,-5.940271264316918e-06,-5.528961788465222e-05,0.00021066667837965842,-3.18748917716165e-05,0.00017105409993130424,0.00022282291938471735,-5.2711226754284475e-06,-3.130527341981687e-05,-4.053032334001941e-05,-3.1002745042263424e-05,-7.276495072326163e-05,-3.510306994818779e-05,-1.3708801145786455e-05,-1.5262122377176905e-05,-5.611437777959091e-06,-3.3216987840670024e-05,-3.4044546577929565e-05,-2.1871040349744157e-05,4.832368627954455e-05,0.00010678094284285295,0.00016046617846206864,-2.8544732448513817e-05,-3.215729745016161e-05,-4.93238874799593e-05,-9.283478121462099e-06,-4.229605497153334e-05,-3.231409030601617e-05,-3.7388921974908e-05,-1.2880046420495783e-05,-5.659201301134027e-06,1.8975757474200185e-05,-2.8005349368705407e-05,-2.1871040349744157e-05,-1.0291670515994385e-05,0.00016046617846206864,0.0008302747640906785,-0.036933430886629856,0.00016215559944086867,0.00040885792976215994,0.00042034826367851746,0.09348909355130225,-0.0021654128213408584,0.04895420945992803,-0.2854563268481525,-0.24915667220249832,0.00036009838400087547,-0.0018466015807973718,0.05059073958719759,-0.00025234822649251995,-0.23087990590802718,0.0002757688457854829,0.05265701122495996,0.0003522175980512211,-0.0017488744987041276,-0.0002581406709047944,0.0003756057369984356,-0.0008565915058194006,-0.0002501436394399862,-0.0017690741501512307,0.00041431790819510504,0.00024766876387202156,0.0005945591366123947,-0.12702756001556265,-0.000543846323560083,-0.00014646904070932218,0.040974729669435044,-0.0020981895743787463,-0.0012418597905975055,-0.0007557426495647564,0.030280918638734736,-0.0007176095393853178,0.010807977175788467,0.02643507100200535,-0.0014821645743892387,0.00040891002114618307,0.03392545403237528,0.03674244531224441,-0.00023940168095857965,3.3365254999653056e-05,0.05321172412352826,0.03234262079307515,0.0005945591366123947,0.0005330371150523254,0.00039049350986174267,0.00040432315234799777,0.00039830776845165526,0.00039612192691009483,0.00039663798872244596,0.00040432315234765776,0.0004043231523476595,0.0004043231523478642,0.00040432315234765776,0.0003826251631982615,0.0003938081665522345,0.00040432315234765776,0.0003992687998618672,0.0003980718577188758,0.0003973001973819248,0.00040432315234765776,0.00040021847607835635,0.00040174191655185584,0.00039049350986174267,0.0003850085433672922,0.00039049350986212605,0.00040432315234765776,0.0004043231523478642,0.00039933326216465715,0.00038870061668359185,0.00040432315234813915,0.0003994511209157083,0.0004043231523479171,R2
line112_line038,line112,line038,480.0,0.0,0.11038588682297266,-5.568462357885551e-16,0.1063895803449676,0.10122768128052494,0.10688735447184158,0.08868806080266045,0.03205381457960416,0.09746819553857877,0.25369613986976014,0.10712925887486457,0.27718187859484006,0.2464888761340214,0.028553377828398056,0.10732345311429263,0.10558429270716367,0.10742659106267616,0.09784174608491993,0.1034447760808164,0.04739385314050112,0.05086226099829095,0.030333627404680652,0.10667171159847622,0.1063895803449676,0.11038588682297266,-0.054308755487394306,-0.3727239091201574,0.33485401101301915,0.10828621175833922,0.10703298115522475,0.06926102138333687,0.03751255824655603,0.10501605281822272,0.04852167499731621,0.09708555248401025,0.024826544261815665,0.03058348699433429,-0.014013927768540914,0.10844846293779056,0.11038588682297266,0.11404304651635006,0.33485401101301915,0.19736832105697188,0.19576907469032048,0.22335916637131648,0.2198551056696325,0.21908947774049453,0.19594719015310064,0.19357048047667375,0.19484064019563008,0.19639963879793798,0.19634533980104546,0.22310406869540395,0.1918141921292558,0.19488130275442378,0.13901676838142207,0.1962737400287083,0.23713510987845837,0.19493264302036425,0.2236291839679871,0.18531471403920383,0.1388238247891752,0.2220707773525791,0.1567915443185645,0.13909020213668039,0.19697015195329645,0.21949129448614693,0.24209945021311804,0.20748139821458678,0.1960035073303496,0.1480031520791772,0.11907531305712439,0.1946423755497697,0.19320015662888843,0.16761789431878596,0.15434232852811441,0.1943766684219159,0.1528860387999662,0.19389282787787326,0.1942811113630914,0.17699694374248515,0.21985163469842164,0.19446722351298923,0.1945372167698379,0.13944801170886978,0.14156206792650233,0.19642858093470067,0.19667800621014112,0.20748139821458678,0.21158075497023943,0.22107877008887097,0.22015726853681164,0.22055808769051932,0.220703735444947,0.22066934903461558,0.2201572685368115,0.22015726853681133,0.22015726853681167,0.2201572685368115,0.22160305650264372,0.22085790673043992,0.22015726853681145,0.220494051911,0.22057380697654333,0.22062522451674807,0.2201572685368115,0.22043077275479211,0.2203292623389126,0.22107877008887097,0.22144424628557763,0.221078770088871,0.2201572685368115,0.22015726853681167,0.22048975663640752,0.22119823477122122,0.22015726853681147,0.22048190343111002,0.22015726853681145,R1
line018_line008,line018,line008,480.0,0.0,0.0006898440895935498,-0.0003064191188652367,0.26911856238425885,-0.025264060681875,0.3040742125823275,0.004025437766624215,0.0010456543677737143,-0.005457021599346586,-0.003957757834455352,0.2774094504679937,-0.0037177664371899092,-0.004031405988113434,0.0009300935190128586,0.279586129444776,0.4584848337614984,0.28074217920514055,-0.015145486220890111,0.185354167791873,0.001876240212526149,0.00205041960938538,0.000988865371402527,0.27228090731279164,0.26911856238425885,0.0006898440895937857,-0.0019723781569380445,-0.0028037174107152906,-0.0035671922356127605,0.2934306389662075,0.27633029544830956,-0.01167292563280798,0.001380013109087301,0.1907864154110723,-0.009153093206071324,0.00446726771886756,-0.006274132718516082,0.0009971140524396467,-0.0015550119193273784,0.29219610818922154,0.0006898440895935498,0.0006898440895928802,-0.0035671922356127605,-0.004457144178952202,-0.0046446700003841,-0.004282238981003964,-0.004283067424562106,-0.0042894095386713845,-0.004623784382530482,-0.004902474672951772,-0.004753537179883741,-0.004570730765809526,-0.0045770978048145896,-0.004256154490143078,-0.005052663806766435,-0.004748769134198022,-0.007514753374747355,-0.004585493513194213,-0.004121589083001336,-0.0047427490326400375,-0.004251804673668761,-0.005338866628227197,-0.00758332802122629,-0.004264713806430843,-0.006573494976627315,-0.0074886540689979835,-0.0048642534937461904,-0.00428608107120708,-0.0040737260550803974,-0.004385565598477356,-0.004617180693977841,-0.006972788251602597,-0.01690414871158896,-0.0047767854681719955,-0.004934142945426071,-0.006081608789726707,-0.006834134295723708,-0.0048079419856732215,-0.006750938364049662,-0.004864676581014859,-0.00481914689838913,-0.005740427334162961,-0.004283096176511477,-0.00479732359804229,-0.004789116267852954,-0.007361483922356027,-0.0041342370653576705,-0.004567337043563994,-0.004538089717674642,-0.004385565598477356,-0.004351608388546019,-0.00427293114415362,-0.004280564444576347,-0.004277244240710441,-0.004276037760848461,-0.004276322602257608,-0.004280564444576221,-0.0042805644445761595,-0.0042805644445761725,-0.004280564444576221,-0.004268588193569438,-0.004274760675925452,-0.004280564444576221,-0.004277774684030733,-0.004277114029282862,-0.004276688109727444,-0.004280564444576221,-0.0042782988598269595,-0.004279139726018381,-0.00427293114415362,-0.004269903705295157,-0.004272931144153575,-0.004280564444576221,-0.0042805644445761725,-0.004277810264135131,-0.004271941552971521,-0.0042805644445762965,-0.004277875316521739,-0.004280564444576178,R1
line048_line036,line048,line036,480.0,0.0,0.012245695902100489,0.014331709646800653,0.059867208654141246,0.1537876731320228,0.05534931843900573,0.11014722851346945,0.058949842334801036,0.11363746502372896,-0.06868011004933039,0.05123004935910015,-0.05919162587831857,-0.07159192000657212,0.0525763097659296,0.04896246078876125,0.07801339317305153,0.047758128293566335,0.10963381684530785,0.0781839871221338,0.0717191807617189,0.07524325768029855,0.05581775632291912,0.05657278752364895,0.059867208654141246,0.012245695902100489,0.009217147138619016,-0.023366375367625897,-0.05329001848560583,0.037854964466819005,0.052354275583711515,0.08815569030707526,0.06167928790908856,0.08485846510346838,0.07257028053702483,0.11773856508478932,0.05476362862071251,0.05627269619056681,0.02557540537644813,0.035825822828766056,0.012245695902100489,-0.03226510548756045,-0.05329001848560583,-0.09036763369333828,-0.09345648346269737,-0.08113978086823775,-0.08206455574279321,-0.08235308481212947,-0.09311246398102124,-0.09770293814994901,-0.09524969977670049,-0.09223858618370658,-0.09234346148467637,-0.08084017475764768,-0.09969265981914913,-0.09517116244938811,-0.14474760963025285,-0.09248175221015896,-0.07529516258205213,-0.09507200176225652,-0.08064228356908655,-0.10465190879779214,-0.14188441139735375,-0.08122957354804164,-0.13402091121779608,-0.1458373343308344,-0.09610302797338935,-0.08220165902519759,-0.07332973432735827,-0.08672762269786202,-0.09300369068405828,-0.14269915550652792,0.47836018734430164,-0.09563263621376744,-0.09812248280253598,-0.12333025159564608,-0.12945632623653916,-0.09614583381590232,-0.13787746768889758,-0.09708034320985032,-0.09633039662327542,-0.11131324415168503,-0.0820658637881963,-0.09597093201339775,-0.0958357441775633,-0.1511470713522933,-0.10021473467465232,-0.09218268615833937,-0.09170093599114669,-0.0867276226978621,-0.08518276840954382,-0.08160341431544196,-0.08195068480426387,-0.0817996349627025,-0.08174474719093142,-0.08175770580776522,-0.08195068480426382,-0.08195068480426379,-0.08195068480426382,-0.08195068480426382,-0.08140583548468854,-0.08168664730216207,-0.08195068480426382,-0.08182376702890011,-0.08179371110491908,-0.0817743342582051,-0.08195068480426382,-0.08184761395944454,-0.08188586844926528,-0.08160341431544196,-0.08146568356805543,-0.08160341431544194,-0.08195068480426382,-0.08195068480426382,-0.0818253857153843,-0.08155839370908065,-0.08195068480426378,-0.08182834521820488,-0.08195068480426387,
line144_line129,line144,line129,480.0,0.0,5.131890491926021e-05,-2.3897045902378302e-05,4.857520399924138e-05,4.608044469723897e-05,4.8962723726144846e-05,3.2648176809320436e-05,-2.0115093958311803e-05,4.1747663552677694e-05,-0.0006157194350794659,4.908877141080835e-05,-0.00043760903912860914,-0.00067037765182575,-1.802528179929856e-05,4.9223602730960736e-05,4.8299118696251497e-05,4.929521260890388e-05,4.2993310822683075e-05,4.601037460744039e-05,-3.992614909219101e-06,-1.4092930289588772e-06,-1.9088116946847325e-05,4.8771091011860386e-05,4.857520399924138e-05,5.131890491926021e-05,-0.00014644879931236297,-0.00028513022581021935,-0.00041249071953301526,4.9896413040151694e-05,4.9021924669395025e-05,1.2378002442243743e-05,-1.1352350658587364e-05,4.791137455752661e-05,-9.837721331035704e-06,4.0471696267963206e-05,-3.52196436635422e-05,-1.9237286791915e-05,-7.682506274397103e-05,5.0004710143622933e-05,5.131890491926021e-05,5.3799632136137656e-05,-0.00041249071953301526,0.00024222270623264756,0.0001885697080650429,-0.00023669680136712733,0.037075121235636235,0.0013322583235916014,0.00019454529056215985,0.00011480923327153534,0.0001574217278152017,0.00020972445671128863,0.00020790278367776536,-0.0010828995487121686,8.640412543489914e-05,0.0001587859129954872,9.504251112809124e-05,0.00020550068820640393,-0.0009684372679413581,0.00016050832378372717,-0.0013988062746251454,9.785974227274441e-05,9.451314624765817e-05,-0.0004612766364314458,0.00010218077612701343,9.524398582092863e-05,6.061262850446902e-05,0.020090822776419447,-0.0008102475789982886,0.00029934654774967193,0.0001964346713798677,9.916318382131685e-05,6.949661366719056e-05,0.00015077016186347547,0.00010881984727728684,0.0001058981239160426,9.563022883619326e-05,0.00014185597306746317,0.00010083977733175092,0.00012562364241211986,0.00013865013636293883,9.726099663709563e-05,-0.009007368445930641,0.0001448939991256595,0.00014724219772729998,9.622568114120601e-05,0.00010878790761311813,0.00021069543431891308,0.00021906338445143415,0.00029934654774967193,0.0006641160909662471,0.32064996407250057,0.0511814064528653,0.3206499640724981,0.3206499640724994,0.3206499640724988,0.051181406452865646,0.051181406452866826,0.051181406452865646,0.051181406452866084,-0.012134237462955035,0.3206499640724989,0.051181406452865355,-0.027725570132693077,-0.018804552269301267,0.32064996407249924,0.051181406452865646,-0.034803672057212895,0.16681191298669143,0.32064996407250057,0.3206499640725006,0.32064996407250035,0.051181406452865646,0.051181406452866576,-0.33341629126800454,0.32064996407250046,0.05118140645286609,0.2694316969152828,0.05118140645286639,R3
line119_line127,line119,line127,480.0,0.0,0.01063587621797668,-0.004902066760799107,0.010187557060322903,0.009959569102454494,0.010258714537506835,0.006941654198598371,-0.0040379171631119565,0.008991566540956234,-0.1753015018045714,0.010272455577142544,-0.09055715521034756,-0.2013077034049159,-0.003618876223147955,0.010294744723354182,0.010189840423168948,0.01030658264819873,0.00940344796321571,0.009675478701410311,-0.0006883881526550353,-0.0001489045312237839,-0.003831991759533076,0.010219939404818851,0.010187557060322903,0.01063587621797668,-0.030224917446150103,-0.058961536162511444,-0.0853523084530472,0.01040670541525608,0.010261405052800255,0.0029641272442967027,-0.0022253460227743935,0.010126891841575263,-0.0017085080466114455,0.008569659607403982,-0.0070470901811001,-0.0038619027120079348,-0.01579796192732401,0.010423870636250542,0.01063587621797668,0.011036066529548885,-0.0853523084530472,0.04183019484347232,0.04149975478250059,0.05330602099862322,-0.5918800236148978,-0.591880023614898,0.041536557420048,0.04104547605399543,0.04130791945466649,0.041630043427522564,0.041618824040555426,-0.5918800236148973,0.04054840220098416,0.04131632124859111,0.021617585781415965,0.041604029926508426,-0.3611227246485206,0.04132692929558259,-0.5918800236148972,0.03817313990474708,0.021574810706069255,-0.5918800236148984,0.027908217459561013,0.021633865847406068,0.042509436970940034,-0.5918800236148969,-0.2763038255689889,0.04529459519219803,0.04154819380820663,0.02476904614199409,0.015448122395501116,0.04126695354532804,0.040940665074550096,0.03177533745931651,0.027115277620878175,0.04121205251109176,0.026513189726315455,0.041112080235268786,0.041192308285934086,0.03520350237337093,-0.5918800236148967,0.04123076321785854,0.041245225389881096,0.021713191266984525,0.021827093223707558,0.04163602352016898,0.0416875603596092,0.04529459519219803,0.04529459519219714,-0.5918800236148962,-0.5918800236148964,-0.5918800236148969,-0.5918800236148962,-0.5918800236148967,-0.591880023614896,-0.591880023614896,-0.5918800236148962,-0.5918800236148958,-0.5918800236148964,-0.5918800236148961,-0.591880023614896,-0.5918800236148959,-0.5918800236148971,-0.5918800236148958,-0.591880023614896,-0.5918800236148972,-0.5918800236148959,-0.5918800236148962,-0.591880023614896,-0.5918800236148963,-0.591880023614896,-0.5918800236148967,-0.5918800236148968,-0.5918800236148962,-0.5918800236148958,-0.5918800236148964,-0.5918800236148954,R2
line106_line104,line106,line104,480.0,0.0,0.025776175136842248,-0.011844130899820256,0.024775433819392696,0.02442968250247595,0.024941389737703625,0.016947053687169412,-0.009692976485027321,0.022027523756900723,-0.23887248740622247,0.024965836687206953,-0.21936062349740937,-0.24486025516659915,-0.00868741653214017,0.025015824808539814,0.024823576197876132,0.025042373857023924,0.023131059477277387,0.023547916634619782,-0.0015697460410285184,-0.0002594296158016917,-0.009198823481412037,0.02484805807114117,0.024775433819392696,0.025776175136842248,-0.07315850497879556,-0.14279548002046816,-0.20674780403833126,0.025267582403504282,0.024941053550769917,0.007460632752712785,-0.005302762321961773,0.024683432998519477,-0.003910471767932344,0.020897127126495146,-0.01690219306949447,-0.009270599895345108,-0.03819790118236413,0.02530541695979915,0.025776175136842248,0.026664797313732502,-0.20674780403833126,0.09519449989883562,0.10570155657705266,-0.26790649565622326,-0.261565258063863,-0.2618094449439884,0.10453133709009654,0.12014633162666206,0.11180137588015918,0.10155874721625359,0.10191549189913453,-0.2605290443695731,0.08553333530888013,0.11153422266422286,0.05371465077690452,0.102385902763765,-0.25120310682847463,0.11119691685858721,-0.26036156581342695,0.09385833924941506,0.0536008282101489,-0.26085859894779845,0.07517554644471956,0.05375797130604214,0.05938203637165684,-0.26168129081876773,-0.2478367543367077,-0.26551168805163117,0.10416133295211558,0.0644296973045176,0.038223592613381555,0.11310397560136584,0.11284797540934238,0.08841327192083093,0.06703865109676646,0.11484967276872075,0.07040015955074427,0.11802850757834493,0.11547748312615534,0.08665579408532079,-0.26156636508412556,0.11425472536458849,0.11379486931480197,0.05396905270782387,0.05238707461823744,0.10136859723205029,0.09972987191700058,-0.26551168805163117,-0.26420425254858215,-0.26117498651618104,-0.2614688872223377,-0.26134105126584684,-0.2612945988450328,-0.2613055659348397,-0.2614688872223373,-0.2614688872223374,-0.2614688872223378,-0.2614688872223373,-0.26100777231356576,-0.2612454279569591,-0.2614688872223373,-0.26136147462897347,-0.26133603780791703,-0.26131963886497345,-0.2614688872223373,-0.26138165667712415,-0.26141403207881786,-0.26117498651618104,-0.2610584227273785,-0.2611749865161807,-0.2614688872223373,-0.26146888722233774,-0.26136284454987413,-0.26113688483916736,-0.2614688872223376,-0.26136534922561405,-0.2614688872223375,R2
line153_line159,line153,line159,560.0,0.0,2.1304572689340162e-17,-4.6132802439258214e-17,-8.51098705401121e-18,-7.838781707070197e-17,-7.746624522408929e-17,1.5341460740669888e-17,2.222614453595284e-17,-7.356311740314148e-17,-3.174543961037557e-16,8.191147413127986e-17,-3.174543961037557e-16,-4.98732999343332e-16,3.880088524782499e-17,-2.2979665045830266e-16,4.8030156241107846e-17,4.889751797909625e-17,-7.063577153743061e-17,-1.2630955309456127e-17,1.017727026784987e-16,-2.2346423214462952e-17,-4.243296252565143e-17,-1.1367859778510514e-16,-8.51098705401121e-18,2.1304572689340162e-17,-1.7672495411513722e-16,2.8406096919120216e-17,-1.5612511283791264e-17,1.3579632210380943e-16,-1.2468324983583301e-18,7.71138795180315e-17,2.2863113312288075e-17,-1.4967410991162389e-16,-1.0963994469259664e-17,2.3689817468808272e-17,-1.2088854223213374e-16,-5.953625179661026e-17,7.43762690325056e-17,-6.179952383167375e-18,2.1304572689340162e-17,1.098296800727816e-16,-1.5612511283791264e-17,3.413068438984368e-16,-2.5825695748604716e-16,-1.452830911130576e-17,-1.0000000000000007,3.9898639947466563e-17,-2.5175174445113413e-16,-3.5887091909270197e-17,-9.269928574751063e-17,-3.120333852413282e-16,2.0361316799277773e-16,-3.2526065174565133e-16,-1.9743321560961036e-16,-1.4495783046131194e-16,-1.457167719820518e-16,4.141652298894627e-17,3.2439329000766293e-16,-2.649790109554573e-16,1.9081958235744878e-17,-3.8163916471489756e-17,-1.0766127572781059e-16,5.551115123125783e-17,-1.2262326570811055e-16,-1.7499023063916042e-16,1.1058862159352145e-17,-4.0245584642661925e-16,-1.6566609195578508e-16,-1.5981140022436335e-16,2.0664893407573715e-16,-4.466912950640278e-17,9.730714498057402e-17,1.4192206437835253e-16,-4.87890977618477e-18,1.5070410197548512e-16,-3.995285005609084e-16,-1.5363144784119598e-16,7.26415455565288e-18,-1.0733601507606494e-17,1.5124620306172787e-16,-1.6761765586625899e-16,-6.591949208711867e-16,-2.379823768605682e-16,-1.0679391398982219e-16,-9.324138683375338e-18,-4.336808689942018e-17,1.481020167615199e-16,1.8453120975703285e-16,-2.5608855314107615e-16,-4.614364446098307e-16,-4.579669976578771e-16,1.6653345369377348e-16,2.7755575615628914e-17,2.7755575615628914e-17,-3.0531133177191805e-16,-1.942890293094024e-16,-3.608224830031759e-16,4.163336342344337e-16,2.7755575615628914e-16,3.608224830031759e-16,-1.1102230246251565e-16,2.7755575615628914e-16,-8.326672684688674e-17,-5.551115123125783e-16,-1.942890293094024e-16,-1.942890293094024e-16,-1.942890293094024e-16,-1.3877787807814457e-16,-4.579669976578771e-16,-8.326672684688674e-17,2.7755575615628914e-17,-1.942890293094024e-16,-8.326672684688674e-17,-1.3877787807814457e-16,-3.608224830031759e-16,-3.608224830031759e-16,-3.3306690738754696e-16,1.1102230246251565e-16,
